,game_id,data_set,date,away_score,home_score,away_team,home_team,W_or_L,num_block,shots_made,shots_missed,turnover,top_player_score,num_players,num_assist,ft_last2min,ft_total,ft_pct,scorediff,fg_pct
1049348,21500961,2015-2016 Regular Season,3/10/2016,98,116,PHX,DEN,win,62,44,47,12,30,6,27,1,19,0.789473684,2,0.483516484
1049769,21500962,2015-2016 Regular Season,3/10/2016,120,108,CLE,LAL,lose,50,42,38,11,26,5,18,1,21,0.80952381,3,0.525
1050209,21500963,2015-2016 Regular Season,3/11/2016,103,118,DET,CHA,win,58,42,41,11,22,7,28,,29,0.827586207,0,0.506024096
1051156,21500965,2015-2016 Regular Season,3/11/2016,102,98,HOU,BOS,lose,69,34,57,16,30,3,24,3,28,0.785714286,2,0.373626374
1051575,21500966,2015-2016 Regular Season,3/11/2016,118,96,MIA,CHI,lose,53,38,43,18,17,5,27,4,15,0.8,2,0.469135802
1052130,21500967,2015-2016 Regular Season,3/11/2016,114,121,NOP,MEM,win,67,47,49,11,33,4,27,13,32,0.65625,6,0.489583333
1052621,21500968,2015-2016 Regular Season,3/11/2016,99,96,MIN,OKC,lose,70,36,48,24,28,3,15,4,25,0.72,-7,0.428571429
1053077,21500969,2015-2016 Regular Season,3/11/2016,93,114,WAS,UTA,win,60,38,29,18,27,5,15,1,38,0.763157895,2,0.567164179
1053549,21500970,2015-2016 Regular Season,3/11/2016,107,100,ORL,SAC,lose,56,35,53,17,19,6,23,8,25,0.88,5,0.397727273
1054023,21500971,2015-2016 Regular Season,3/11/2016,112,128,POR,GSW,win,72,40,49,11,37,3,23,4,39,0.769230769,-4,0.449438202
1054471,21500972,2015-2016 Regular Season,3/11/2016,94,101,NYK,LAC,win,55,38,47,16,24,6,23,4,16,0.75,3,0.447058824
1054928,21500973,2015-2016 Regular Season,3/12/2016,112,105,IND,DAL,lose,50,41,44,14,30,6,30,8,18,0.833333333,2,0.482352941
1055385,21500974,2015-2016 Regular Season,3/12/2016,83,95,MEM,ATL,win,60,36,48,11,21,5,27,,17,0.705882353,-2,0.428571429
1055850,21500975,2015-2016 Regular Season,3/12/2016,109,125,HOU,CHA,win,62,48,40,12,26,6,28,5,16,0.875,-2,0.545454545
1056292,21500976,2015-2016 Regular Season,3/12/2016,125,111,DET,PHI,lose,43,39,45,12,22,6,24,2,27,0.851851852,0,0.464285714
1056819,21500977,2015-2016 Regular Season,3/12/2016,104,112,MIA,TOR,win,72,37,47,15,38,4,17,18,38,0.842105263,3,0.44047619
1057263,21500978,2015-2016 Regular Season,3/12/2016,92,103,NOP,MIL,win,58,40,41,14,19,6,22,2,24,0.791666667,-6,0.49382716
1057739,21500979,2015-2016 Regular Season,3/12/2016,85,93,OKC,SAS,win,53,34,51,11,26,3,17,10,25,0.84,0,0.4
1058236,21500980,2015-2016 Regular Season,3/12/2016,100,116,WAS,DEN,win,64,42,38,23,17,7,24,3,29,0.827586207,0,0.525
1058705,21500981,2015-2016 Regular Season,3/12/2016,116,123,PHX,GSW,win,52,42,42,8,35,4,28,2,33,0.848484848,-2,0.5
1059136,21500982,2015-2016 Regular Season,3/12/2016,84,121,ORL,POR,win,65,47,37,15,19,6,34,2,11,0.909090909,1,0.55952381
1059557,21500983,2015-2016 Regular Season,3/13/2016,114,90,CLE,LAC,lose,50,32,47,12,19,5,23,,19,0.842105263,-1,0.405063291
1059980,21500984,2015-2016 Regular Season,3/13/2016,75,104,IND,ATL,win,65,40,45,18,18,4,27,,10,0.9,-1,0.470588235
1060388,21500985,2015-2016 Regular Season,3/13/2016,109,100,MIL,BKN,lose,45,39,31,25,20,4,25,2,13,0.769230769,-7,0.557142857
1060836,21500986,2015-2016 Regular Season,3/13/2016,108,99,UTA,SAC,lose,50,38,43,12,31,4,25,8,21,0.666666667,0,0.469135802
1061269,21500987,2015-2016 Regular Season,3/13/2016,90,87,NYK,LAL,lose,61,34,51,9,15,4,14,2,21,0.761904762,-5,0.4
1061730,21500988,2015-2016 Regular Season,3/14/2016,107,96,DAL,CHA,lose,63,32,44,16,25,4,18,2,34,0.647058824,2,0.421052632
1062173,21500989,2015-2016 Regular Season,3/14/2016,81,124,DET,WAS,win,59,51,39,11,20,7,34,2,18,0.777777778,1,0.566666667
1062612,21500990,2015-2016 Regular Season,3/14/2016,119,124,DEN,MIA,win,48,47,32,18,20,7,24,6,28,0.785714286,1,0.594936709
1063069,21500991,2015-2016 Regular Season,3/14/2016,109,107,CHI,TOR,lose,56,37,46,8,33,3,12,6,31,0.870967742,6,0.445783133
1063596,21500992,2015-2016 Regular Season,3/14/2016,81,130,MEM,HOU,win,75,46,39,14,18,9,29,2,34,0.647058824,-1,0.541176471
1064045,21500993,2015-2016 Regular Season,3/14/2016,94,128,POR,OKC,win,62,49,34,13,26,7,31,,26,0.807692308,0,0.590361446
1064444,21500994,2015-2016 Regular Season,3/14/2016,85,94,CLE,UTA,win,55,35,36,13,28,4,20,2,14,0.857142857,2,0.492957746
1064939,21500995,2015-2016 Regular Season,3/14/2016,104,107,MIN,PHX,win,74,40,55,24,23,4,22,5,20,0.8,3,0.421052632
1065401,21500996,2015-2016 Regular Season,3/14/2016,107,125,NOP,GSW,win,60,47,34,19,27,5,30,,23,0.826086957,-5,0.580246914
1065887,21500997,2015-2016 Regular Season,3/15/2016,98,103,BOS,IND,win,65,39,45,15,25,5,18,14,28,0.714285714,-5,0.464285714
1066307,21500998,2015-2016 Regular Season,3/15/2016,110,116,DEN,ORL,win,48,44,37,13,30,5,28,11,25,0.8,-3,0.543209877
1066787,21500999,2015-2016 Regular Season,3/15/2016,114,131,PHI,BKN,win,65,47,43,13,44,5,23,2,31,0.870967742,-2,0.522222222
1067198,21501000,2015-2016 Regular Season,3/15/2016,107,89,TOR,MIL,lose,48,34,43,8,18,5,18,,26,0.730769231,0,0.441558442
1067617,21501001,2015-2016 Regular Season,3/15/2016,87,108,LAC,SAS,win,59,44,38,12,20,5,25,3,16,0.75,0,0.536585366
1068082,21501002,2015-2016 Regular Season,3/15/2016,106,98,SAC,LAL,lose,61,37,47,23,17,6,20,6,26,0.730769231,0,0.44047619
1068576,21501003,2015-2016 Regular Season,3/16/2016,130,109,OKC,BOS,lose,58,40,53,11,29,5,17,,27,0.888888889,-4,0.430107527
1069022,21501004,2015-2016 Regular Season,3/16/2016,99,107,ORL,CHA,win,76,40,60,10,26,4,23,,21,0.761904762,2,0.4
1069456,21501005,2015-2016 Regular Season,3/16/2016,98,99,DAL,CLE,win,63,39,49,17,33,4,21,2,13,0.846153846,-1,0.443181818
1069928,21501006,2015-2016 Regular Season,3/16/2016,96,117,CHI,WAS,win,66,43,45,15,29,6,25,2,24,0.75,0,0.488636364
1070445,21501007,2015-2016 Regular Season,3/16/2016,118,114,ATL,DET,lose,66,39,45,14,24,5,23,17,39,0.717948718,0,0.464285714
1070911,21501008,2015-2016 Regular Season,3/16/2016,114,108,MIN,MEM,lose,66,44,56,14,24,7,22,4,21,0.761904762,0,0.44
1071356,21501009,2015-2016 Regular Season,3/16/2016,122,106,LAC,HOU,lose,57,40,42,17,33,4,23,2,24,0.708333333,-2,0.487804878
1071775,21501010,2015-2016 Regular Season,3/16/2016,123,108,NOP,SAC,lose,52,42,48,12,23,6,23,2,17,0.882352941,3,0.466666667
1072193,21501011,2015-2016 Regular Season,3/16/2016,85,121,NYK,GSW,win,67,46,45,14,34,4,32,,12,0.916666667,1,0.505494505
1072720,21501012,2015-2016 Regular Season,3/17/2016,101,94,TOR,IND,lose,70,35,56,16,18,5,21,11,23,0.695652174,-5,0.384615385
1073659,21501014,2015-2016 Regular Season,3/17/2016,109,106,CHA,MIA,lose,52,40,35,16,22,6,22,10,24,0.791666667,2,0.533333333
1074107,21501015,2015-2016 Regular Season,3/17/2016,98,116,DEN,ATL,win,56,40,40,12,21,8,32,2,28,0.857142857,2,0.5
1074549,21501016,2015-2016 Regular Season,3/17/2016,102,118,BKN,CHI,win,59,46,48,9,25,6,26,,15,1,5,0.489361702
1074992,21501017,2015-2016 Regular Season,3/17/2016,86,96,MEM,MIL,win,59,37,38,14,15,6,21,6,25,0.68,1,0.493333333
1075460,21501018,2015-2016 Regular Season,3/17/2016,110,118,POR,SAS,win,52,45,41,7,22,5,35,2,22,0.909090909,-4,0.523255814
1075900,21501019,2015-2016 Regular Season,3/17/2016,69,103,PHX,UTA,win,66,43,45,16,17,5,20,4,9,0.666666667,0,0.488636364
1076344,21501020,2015-2016 Regular Season,3/18/2016,109,103,CLE,ORL,lose,53,37,45,13,45,3,24,4,22,0.818181818,3,0.451219512
1076819,21501021,2015-2016 Regular Season,3/18/2016,111,97,OKC,PHI,lose,49,35,54,8,23,5,24,2,27,0.62962963,5,0.393258427
1077263,21501022,2015-2016 Regular Season,3/18/2016,108,115,SAC,DET,win,60,44,48,17,24,5,25,2,18,0.833333333,0,0.47826087
1077697,21501023,2015-2016 Regular Season,3/18/2016,91,105,BOS,TOR,win,58,37,40,17,32,4,18,2,25,0.72,-5,0.480519481
1078120,21501024,2015-2016 Regular Season,3/18/2016,111,116,MIN,HOU,win,54,48,37,17,29,6,31,,14,0.642857143,-5,0.564705882
1078590,21501025,2015-2016 Regular Season,3/18/2016,117,112,POR,NOP,lose,50,40,43,8,30,5,23,8,28,0.785714286,-6,0.481927711
1079062,21501026,2015-2016 Regular Season,3/18/2016,130,112,GSW,DAL,lose,60,41,52,14,24,6,25,,22,0.954545455,-4,0.440860215
1079538,21501027,2015-2016 Regular Season,3/18/2016,95,90,PHX,LAL,lose,62,31,55,13,30,2,21,6,26,0.846153846,-1,0.360465116
1079989,21501028,2015-2016 Regular Season,3/19/2016,101,93,DEN,CHA,lose,59,35,48,12,24,5,22,2,20,0.7,0,0.421686747
1080450,21501029,2015-2016 Regular Season,3/19/2016,97,109,HOU,ATL,win,54,44,44,16,22,6,32,2,12,0.583333333,4,0.5
1080878,21501030,2015-2016 Regular Season,3/19/2016,103,115,BKN,DET,win,61,46,48,8,21,7,30,5,21,0.619047619,-1,0.489361702
1081345,21501031,2015-2016 Regular Season,3/19/2016,115,111,OKC,IND,lose,49,40,43,12,45,5,28,7,30,0.733333333,4,0.481927711
1081772,21501032,2015-2016 Regular Season,3/19/2016,89,99,NYK,WAS,win,61,39,48,11,24,5,24,1,17,0.764705882,-1,0.448275862
1082174,21501033,2015-2016 Regular Season,3/19/2016,101,122,CLE,MIA,win,54,46,38,12,24,5,29,4,23,0.826086957,-2,0.547619048
1082577,21501034,2015-2016 Regular Season,3/19/2016,85,92,UTA,CHI,win,60,39,41,12,22,4,24,2,11,0.727272727,-1,0.4875
1083056,21501035,2015-2016 Regular Season,3/19/2016,102,113,LAC,MEM,win,65,40,42,13,28,5,23,10,36,0.805555556,0,0.487804878
1083484,21501036,2015-2016 Regular Season,3/19/2016,79,87,GSW,SAS,win,65,32,46,19,26,4,17,4,18,0.833333333,3,0.41025641
1084017,21501037,2015-2016 Regular Season,3/20/2016,120,132,POR,DAL,win,64,49,40,17,40,5,31,13,23,0.826086957,13,0.550561798
1084513,21501038,2015-2016 Regular Season,3/20/2016,100,105,ORL,TOR,win,71,35,46,14,25,5,18,8,45,0.644444444,1,0.432098765
1085000,21501039,2015-2016 Regular Season,3/20/2016,120,105,BOS,PHI,lose,59,39,53,11,26,5,28,3,27,0.703703704,1,0.423913043
1085515,21501040,2015-2016 Regular Season,3/20/2016,105,109,LAC,NOP,win,71,35,36,25,22,6,22,9,40,0.8,-7,0.492957746
1085898,21501041,2015-2016 Regular Season,3/20/2016,94,85,UTA,MIL,lose,40,34,31,15,19,3,21,4,17,0.823529412,5,0.523076923
1086341,21501042,2015-2016 Regular Season,3/20/2016,88,80,SAC,NYK,lose,69,32,59,16,23,4,16,,15,0.8,2,0.351648352
1086788,21501043,2015-2016 Regular Season,3/21/2016,88,91,SAS,CHA,win,63,35,52,15,29,3,18,2,19,0.684210526,2,0.402298851
1087223,21501044,2015-2016 Regular Season,3/21/2016,91,124,DEN,CLE,win,62,48,38,14,33,4,38,,17,0.764705882,2,0.558139535
1088105,21501046,2015-2016 Regular Season,3/21/2016,96,107,ORL,BOS,win,64,40,45,15,28,5,22,4,24,0.833333333,5,0.470588235
1088500,21501047,2015-2016 Regular Season,3/21/2016,91,92,MIL,DET,win,52,35,50,12,21,5,18,6,17,0.764705882,6,0.411764706
1088934,21501048,2015-2016 Regular Season,3/21/2016,117,102,WAS,ATL,lose,53,38,40,14,23,4,23,4,17,0.764705882,-4,0.487179487
1089389,21501049,2015-2016 Regular Season,3/21/2016,102,109,SAC,CHI,win,59,41,50,10,18,5,28,1,23,0.652173913,4,0.450549451
1089864,21501050,2015-2016 Regular Season,3/21/2016,109,104,GSW,MIN,lose,60,36,46,19,25,4,26,7,30,0.833333333,-3,0.43902439
1090326,21501051,2015-2016 Regular Season,3/21/2016,103,97,MEM,PHX,lose,62,30,46,17,18,5,22,4,34,0.764705882,-8,0.394736842
1090757,21501052,2015-2016 Regular Season,3/22/2016,105,100,CHA,BKN,lose,54,34,40,16,29,4,21,8,27,0.888888889,-1,0.459459459
1091240,21501053,2015-2016 Regular Season,3/22/2016,113,99,MIA,NOP,lose,55,34,53,14,24,4,16,4,30,0.8,-2,0.390804598
1091748,21501054,2015-2016 Regular Season,3/22/2016,107,111,HOU,OKC,win,66,41,50,15,23,5,22,8,29,0.724137931,0,0.450549451
1092203,21501055,2015-2016 Regular Season,3/22/2016,100,107,MEM,LAL,win,53,39,38,22,22,6,21,2,24,0.958333333,2,0.506493506
1092665,21501056,2015-2016 Regular Season,3/23/2016,122,101,ATL,WAS,lose,59,39,53,18,23,5,25,3,12,0.916666667,-3,0.423913043
1093107,21501057,2015-2016 Regular Season,3/23/2016,79,91,TOR,BOS,win,68,35,45,9,23,4,24,,21,0.619047619,3,0.4375
1093549,21501058,2015-2016 Regular Season,3/23/2016,102,118,ORL,DET,win,59,43,37,16,30,7,30,,25,0.84,2,0.5375
1093971,21501059,2015-2016 Regular Season,3/23/2016,104,113,MIL,CLE,win,57,40,43,15,26,6,29,4,27,0.851851852,1,0.481927711
1094381,21501060,2015-2016 Regular Season,3/23/2016,115,107,NYK,CHI,lose,42,38,44,8,35,4,29,4,21,0.761904762,0,0.463414634
1094822,21501061,2015-2016 Regular Season,3/23/2016,89,87,UTA,HOU,lose,53,33,41,16,26,5,22,4,22,0.545454545,-1,0.445945946
1095296,21501062,2015-2016 Regular Season,3/23/2016,104,113,SAC,MIN,win,69,45,35,18,26,4,29,6,32,0.5625,-3,0.5625
1095693,21501063,2015-2016 Regular Season,3/23/2016,88,112,MIA,SAS,win,52,42,39,11,32,3,26,,24,0.833333333,-5,0.518518519
1096186,21501064,2015-2016 Regular Season,3/23/2016,103,104,PHI,DEN,win,64,33,43,18,27,4,18,6,40,0.8,6,0.434210526
1096660,21501065,2015-2016 Regular Season,3/23/2016,107,119,LAL,PHX,win,71,47,46,13,28,5,31,4,20,0.6,-1,0.505376344
1097129,21501066,2015-2016 Regular Season,3/23/2016,98,114,LAC,GSW,win,67,39,48,12,33,5,23,,28,0.75,3,0.448275862
1097603,21501067,2015-2016 Regular Season,3/23/2016,103,109,DAL,POR,win,60,40,49,14,27,7,19,10,25,0.88,-3,0.449438202
1098015,21501068,2015-2016 Regular Season,3/24/2016,84,92,NOP,IND,win,52,36,43,14,24,3,26,4,15,0.866666667,-1,0.455696203
